species,body_mass,forearm,age,sex,year
Artibeus planirostris,41,58.34,adult,female,2012
Artibeus planirostris,38.5,58.31,adult,female,2012
Artibeus planirostris,45,60.83,adult,female,2012
Artibeus planirostris,40,57.66,adult,female,2012
Artibeus planirostris,41,60.36,adult,male,2012
Artibeus planirostris,39,60.48,adult,female,2012
Artibeus planirostris,51,61.25,adult,female,2012
Artibeus planirostris,45.5,61.68,adult,male,2012
Artibeus planirostris,34,56.98,juvenile,female,2012
Artibeus planirostris,41,58.9,adult,female,2012
Artibeus planirostris,39,59.11,juvenile,female,2012
Artibeus planirostris,42,60.04,adult,female,2012
Artibeus planirostris,39,58.38,adult,male,2012
Artibeus planirostris,36,58.59,adult,male,2012
Artibeus planirostris,44,60.36,adult,female,2012
Artibeus planirostris,40,58.26,adult,female,2012
Artibeus planirostris,45.5,62.64,adult,male,2012
Artibeus planirostris,40.5,60,adult,female,2012
Artibeus planirostris,44.5,61.86,adult,male,2012
Artibeus planirostris,43.5,60.38,adult,female,2012
Artibeus planirostris,40,60.93,adult,female,2012
Artibeus planirostris,37,58.58,adult,male,2012
Artibeus planirostris,40.5,58.13,adult,male,2012
Artibeus planirostris,56,60.15,adult,female,2012
Artibeus planirostris,44,60.23,adult,female,2012
Artibeus planirostris,43,61.14,adult,male,2012
Artibeus planirostris,42.5,58.71,adult,female,2012
Artibeus planirostris,40,59.27,adult,female,2012
Artibeus planirostris,32,59.06,adult,female,2012
Artibeus planirostris,52,56.61,adult,female,2012
Artibeus planirostris,39,57.45,adult,male,2012
Artibeus planirostris,41.5,59.3,adult,male,2012
Artibeus planirostris,40.5,58.93,adult,male,2012
Artibeus planirostris,39,59.98,adult,male,2012
Artibeus planirostris,39,58.42,adult,male,2012
Artibeus planirostris,40,59.27,adult,male,2012
Artibeus planirostris,43,60.19,adult,female,2012
Artibeus planirostris,37,60.71,adult,male,2012
Artibeus planirostris,44,57.3,adult,male,2013
Artibeus planirostris,54,63.41,adult,female,2013
Artibeus planirostris,43,60.16,juvenile,female,2013
Artibeus planirostris,43,60.24,adult,female,2013
Artibeus planirostris,52,62.07,adult,female,2013
Artibeus planirostris,43,58.41,adult,female,2013
Artibeus planirostris,41,59.55,adult,female,2013
Artibeus planirostris,41,61.7,adult,female,2013
Artibeus planirostris,39,61.23,juvenile,female,2013
Artibeus planirostris,47,64.98,adult,male,2013
Artibeus planirostris,39,58.62,adult,male,2013
Artibeus planirostris,41,60.23,adult,male,2013
Artibeus planirostris,42,60.2,adult,female,2013
Artibeus planirostris,40.5,58.79,adult,female,2013
Artibeus planirostris,39.5,59.11,adult,female,2013
Artibeus planirostris,43.5,62.7,adult,male,2013
Artibeus planirostris,43,62.24,adult,female,2013
Artibeus planirostris,39,62.14,adult,female,2013
Artibeus planirostris,40,61.24,juvenile,female,2013
Artibeus planirostris,43,59.6,adult,male,2013
Artibeus planirostris,41.5,57.57,adult,female,2013
Artibeus planirostris,49,62.88,adult,female,2013
Artibeus planirostris,52,62.56,adult,female,2013
Artibeus planirostris,41,60.85,adult,female,2013
Artibeus planirostris,38,58.45,adult,male,2013
Artibeus planirostris,39,60.92,adult,male,2013
Artibeus planirostris,35.5,59.46,adult,male,2013
Artibeus planirostris,38,61.48,adult,male,2013
Artibeus planirostris,37,61.59,adult,male,2013
Artibeus planirostris,47,61.64,adult,female,2013
Artibeus planirostris,37.5,60.16,adult,male,2013
Artibeus planirostris,38,58.82,adult,male,2013
Artibeus planirostris,45,59.38,adult,female,2013
Artibeus planirostris,37,58.06,adult,male,2013
Artibeus planirostris,39,61.43,adult,male,2013
Artibeus planirostris,39,60.71,adult,male,2013
Artibeus planirostris,49,61.91,adult,female,2013
Artibeus planirostris,40,59.79,adult,male,2013
Artibeus planirostris,36.5,61.73,adult,male,2013
Artibeus planirostris,37,59.77,adult,male,2013
Artibeus planirostris,40,59.13,adult,male,2013
Artibeus planirostris,39,61.23,juvenile,male,2013
Artibeus planirostris,36,59.15,adult,male,2013
Artibeus planirostris,40,60.74,adult,male,2013
Artibeus planirostris,36.5,60.71,adult,male,2013
Artibeus planirostris,39,57.31,adult,male,2013
Artibeus planirostris,42.5,60.93,juvenile,female,2013
Artibeus planirostris,35.5,58.97,adult,female,2013
Artibeus planirostris,40,59.63,adult,female,2013
Artibeus planirostris,40,62.33,adult,male,2013
Artibeus planirostris,36,60.71,adult,male,2013
Artibeus planirostris,42,60.55,adult,female,2013
Artibeus planirostris,43,62.05,adult,male,2013
Artibeus planirostris,45,63.22,adult,female,2013
Artibeus planirostris,41,59.97,adult,female,2013
Artibeus planirostris,46,62,adult,female,2013
Artibeus planirostris,44,62.55,adult,female,2013
Artibeus planirostris,43,59.31,adult,female,2013
Artibeus planirostris,36.5,61.44,adult,male,2013
Artibeus planirostris,39,61.97,adult,male,2013
Artibeus planirostris,38,59.26,adult,male,2013
Artibeus planirostris,35.5,59.13,adult,male,2013
Artibeus planirostris,35,58.68,adult,female,2013
Artibeus planirostris,37,59.35,adult,female,2013
Artibeus planirostris,33,58.52,adult,male,2013
Artibeus planirostris,36,60.92,adult,female,2013
Artibeus planirostris,36,56.63,juvenile,female,2013
Artibeus planirostris,51,61.15,adult,female,2013
Artibeus planirostris,54.5,62.25,adult,female,2013
Artibeus planirostris,52,60.51,adult,female,2013
Artibeus planirostris,37,58.47,adult,male,2013
Artibeus planirostris,43,60.55,adult,male,2013
Artibeus planirostris,51,60.72,adult,female,2014
Artibeus planirostris,52,60.51,adult,female,2014
Artibeus planirostris,38,58.69,adult,male,2014
Artibeus planirostris,53,62.39,adult,female,2014
Artibeus planirostris,51,62.4,adult,female,2014
Artibeus planirostris,43,60.75,adult,male,2014
Artibeus planirostris,36,56.52,juvenile,female,2014
Artibeus planirostris,41.5,59.42,adult,female,2014
Artibeus planirostris,43.5,61.49,adult,male,2014
Artibeus planirostris,48,62.2,adult,female,2014
Artibeus planirostris,59,62.12,adult,female,2014
Artibeus planirostris,40,61.24,juvenile,female,2014
Artibeus planirostris,44,59.62,adult,male,2014
Artibeus planirostris,48,57.56,adult,female,2014
Artibeus planirostris,40,60.19,adult,female,2014
Artibeus planirostris,43,58.43,juvenile,female,2014
Artibeus planirostris,39,59.9,juvenile,female,2014
Artibeus planirostris,51,61.46,adult,female,2014
Artibeus planirostris,50,63.81,adult,female,2014
Artibeus planirostris,41,60.27,adult,female,2014
Artibeus planirostris,45,62.19,adult,female,2014
Artibeus planirostris,45,62.74,adult,female,2014
Artibeus planirostris,44,61.93,adult,female,2014
Artibeus planirostris,44,59.09,juvenile,male,2014
Artibeus planirostris,37,59.3,juvenile,female,2014
Artibeus planirostris,54,62.04,adult,female,2014
Artibeus planirostris,41,60.08,juvenile,male,2014
Artibeus planirostris,47,62.49,juvenile,female,2014
Artibeus planirostris,40,62.3,juvenile,female,2014
Artibeus planirostris,38,58.92,adult,female,2014
Artibeus planirostris,33,61.43,juvenile,female,2014
Artibeus planirostris,38,60.51,adult,male,2014
Artibeus planirostris,37,58.03,adult,female,2014
Artibeus planirostris,44,61.51,adult,female,2014
Artibeus planirostris,46,59.08,adult,female,2014
Artibeus planirostris,45,63.18,adult,female,2014
Artibeus planirostris,37,61.34,juvenile,female,2014
Artibeus planirostris,37,58.92,adult,female,2014
Artibeus planirostris,41,61.4,adult,female,2014
Artibeus planirostris,37,62.89,adult,female,2014
Artibeus planirostris,38,60.84,adult,male,2014
Artibeus planirostris,47,59.12,adult,female,2014
Artibeus planirostris,47,61.04,adult,female,2014
Artibeus planirostris,41,59.68,adult,male,2014
Artibeus planirostris,45,64.67,adult,male,2014
Artibeus planirostris,41,62.11,adult,female,2014
Artibeus planirostris,42,59.63,adult,female,2014
Artibeus planirostris,43,61.76,juvenile,male,2014
Artibeus planirostris,45,61.96,adult,female,2014
Artibeus planirostris,43,58.34,adult,female,2014
Artibeus planirostris,38,61.6,adult,female,2014
Artibeus planirostris,46,62.45,adult,female,2014
Artibeus planirostris,47,61.44,adult,female,2014
Artibeus planirostris,42,59.86,adult,male,2014
Artibeus planirostris,52,61.3,adult,female,2014
Artibeus planirostris,44,61.33,adult,female,2014
Artibeus planirostris,48,61.05,adult,female,2014
Artibeus planirostris,35,60.12,adult,male,2014
Artibeus planirostris,43,61.75,adult,female,2014
Artibeus planirostris,48,61.31,adult,female,2014
Artibeus planirostris,37,58.21,adult,male,2014
Artibeus planirostris,36,58.7,juvenile,male,2014
Artibeus planirostris,40,61.88,adult,male,2014
Artibeus planirostris,43.5,61.8,adult,male,2014
Artibeus planirostris,41,60.3,adult,female,2014
Artibeus planirostris,36,57.8,juvenile,male,2014
Artibeus planirostris,41,60.83,juvenile,male,2014
Artibeus planirostris,41,60.69,adult,male,2014
Artibeus planirostris,46,61.13,adult,female,2014
Artibeus planirostris,37,59.22,juvenile,male,2014
Artibeus planirostris,42,60.19,adult,male,2014
Artibeus planirostris,35,59.49,juvenile,female,2014
Artibeus planirostris,34.5,59.37,juvenile,male,2014
Artibeus planirostris,38,60.1,juvenile,female,2014
Artibeus planirostris,40.5,61.52,adult,female,2014
Artibeus planirostris,37.5,59.81,adult,female,2014
Artibeus planirostris,37,59.18,adult,female,2014
Artibeus planirostris,38,60.32,adult,female,2014
Artibeus planirostris,41.8,59.93,adult,male,2014
Artibeus planirostris,37.6,59.33,adult,male,2014
Artibeus planirostris,58,61.05,adult,female,2015
Artibeus planirostris,61.5,60.51,adult,female,2015
Artibeus planirostris,46,62.49,adult,male,2015
Artibeus planirostris,42,59.49,adult,male,2015
Artibeus planirostris,54.5,60.38,adult,female,2015
Artibeus planirostris,53,60.76,adult,female,2015
Artibeus planirostris,40,58.62,juvenile,male,2015
Artibeus planirostris,39,59.75,juvenile,female,2015
Artibeus planirostris,39,58.18,juvenile,male,2015
Artibeus planirostris,45,60.29,adult,male,2015
Artibeus planirostris,39,60.47,adult,male,2015
Artibeus planirostris,41,57.57,juvenile,male,2015
Artibeus planirostris,42,60.15,adult,male,2015
Artibeus planirostris,36,58.17,juvenile,male,2015
Artibeus planirostris,37,59.25,juvenile,male,2015
Artibeus planirostris,45,63.72,adult,male,2015
Artibeus planirostris,45,58.61,adult,female,2015
Artibeus planirostris,41,63.37,juvenile,female,2015
Artibeus planirostris,44,61.92,adult,female,2015
Artibeus planirostris,42,61.77,juvenile,female,2015
Artibeus planirostris,43,61.71,adult,female,2015
Artibeus planirostris,44,61.05,juvenile,female,2015
Artibeus planirostris,43,62.84,juvenile,female,2015
Artibeus planirostris,33,57.57,juvenile,female,2015
Artibeus planirostris,44,60.4,juvenile,female,2015
Artibeus planirostris,41,57.98,adult,male,2015
Artibeus planirostris,40,58.36,adult,male,2015
Artibeus planirostris,43,58.79,adult,male,2015
Artibeus planirostris,44,60.69,adult,male,2015
Artibeus planirostris,41,58.65,adult,male,2015
Artibeus planirostris,48.5,61.65,adult,female,2015
Artibeus planirostris,43,60.34,juvenile,female,2015
Artibeus planirostris,45,62.68,juvenile,female,2015
Artibeus planirostris,40,59.78,adult,female,2016
Artibeus planirostris,42,60.64,adult,female,2016
Artibeus planirostris,41,60.71,adult,male,2016
Artibeus planirostris,32,59.25,juvenile,male,2016
Artibeus planirostris,46,60.95,adult,male,2016
Artibeus planirostris,43.5,61.96,adult,male,2016
Artibeus planirostris,42,60.2,adult,female,2016
Artibeus planirostris,42,61.31,adult,male,2016
Artibeus planirostris,41,61.3,adult,male,2016
Artibeus planirostris,33,57.31,adult,male,2016
Artibeus planirostris,41,59.16,adult,female,2016
Artibeus planirostris,41,61.1,adult,female,2016
Artibeus planirostris,46.5,63.9,adult,female,2016
Artibeus planirostris,37,55.88,adult,female,2016
Artibeus planirostris,40,60.74,juvenile,female,2016
Artibeus planirostris,41,61.43,adult,male,2016
Artibeus planirostris,42,59.88,adult,female,2016
Artibeus planirostris,39,58.11,adult,male,2016
Artibeus planirostris,39,60.22,adult,female,2016
Artibeus planirostris,43,57.67,adult,female,2016
Artibeus planirostris,39,59.77,adult,female,2016
Artibeus planirostris,43,57.45,adult,female,2016
Artibeus planirostris,44,59.45,adult,male,2016
Artibeus planirostris,39.5,58.59,juvenile,female,2016
Artibeus planirostris,35,60.01,juvenile,female,2016
Artibeus planirostris,59,64.32,adult,female,2016
Artibeus planirostris,43,61.18,juvenile,female,2016
Artibeus planirostris,41,58.11,adult,female,2016
Artibeus planirostris,49.5,62.82,adult,female,2016
Artibeus planirostris,44,62.31,adult,male,2016
Artibeus planirostris,44,61.06,adult,male,2016
Artibeus planirostris,46,61.05,adult,male,2016
Artibeus planirostris,45,62.29,adult,male,2016
Artibeus planirostris,36,55.47,adult,male,2016
Artibeus planirostris,43,59.95,adult,female,2016
Artibeus planirostris,44.5,60.84,adult,male,2016
Artibeus planirostris,44,60.92,adult,female,2016
Artibeus planirostris,42,57.71,adult,female,2016
Artibeus planirostris,41.5,60.51,adult,male,2016
Artibeus planirostris,49,60,adult,female,2016
Artibeus planirostris,43,59.46,adult,male,2016
Artibeus planirostris,40,57.48,adult,female,2016
Artibeus planirostris,45,62.4,adult,female,2016
Artibeus planirostris,41,60.9,adult,male,2016
Artibeus planirostris,43,62.33,adult,female,2016
Artibeus planirostris,46,61.62,adult,female,2016
Artibeus planirostris,50,63.01,adult,female,2016
Artibeus planirostris,44,59.63,adult,female,2016
Artibeus planirostris,42,60.77,adult,male,2016
Artibeus planirostris,42,63.1,adult,male,2017
Artibeus planirostris,45,61.07,adult,female,2017
Artibeus planirostris,39,60.21,adult,female,2017
Artibeus planirostris,44.5,60.72,adult,female,2017
Artibeus planirostris,45,62.47,adult,female,2017
Artibeus planirostris,56,62.03,adult,female,2017
Artibeus planirostris,40,59.75,adult,male,2017
Artibeus planirostris,43.5,60.35,adult,female,2017
Artibeus planirostris,47,62.5,adult,female,2017
Artibeus planirostris,39,59.78,adult,female,2017
Artibeus planirostris,39.5,60.13,adult,female,2017
Artibeus planirostris,50,65.6,adult,female,2016
Artibeus planirostris,55,65.6,adult,male,2016
Artibeus planirostris,50,61.6,adult,male,2016
Artibeus planirostris,50,65.25,adult,male,2012
Artibeus planirostris,53,64.3,adult,male,2013
Artibeus planirostris,49,66.6,adult,male,2012
Artibeus planirostris,43,69.7,adult,male,2012
Artibeus planirostris,26,48,adult,female,2013
Artibeus planirostris,46,67.4,adult,male,2012
Artibeus planirostris,52,64.9,adult,female,2013
Artibeus planirostris,47,63.2,juvenile,male,2013
Artibeus planirostris,53,62.5,adult,male,2012
Artibeus planirostris,41,64.34,adult,female,2013
Artibeus planirostris,52,65.3,juvenile,female,2013
Artibeus planirostris,70,63.9,adult,female,2013
Artibeus planirostris,58,66.3,adult,female,2013
Artibeus planirostris,40,64.8,juvenile,female,2013
Artibeus planirostris,46,64.1,juvenile,male,2013
Artibeus planirostris,50,63.5,adult,female,2013
Artibeus planirostris,39,66.81,adult,male,2012
Artibeus planirostris,46,64.5,adult,male,2012
Artibeus planirostris,45,65.4,juvenile,male,2013
Artibeus planirostris,54,66.5,adult,female,2012
Artibeus planirostris,48,65.1,adult,male,2013
Artibeus planirostris,45,64.9,adult,female,2013
Artibeus planirostris,53,67.59,juvenile,female,2013
Artibeus planirostris,75,74.7,adult,female,2013
Artibeus planirostris,50,66,adult,female,2013
Artibeus planirostris,52,65.9,adult,male,2013
Artibeus planirostris,21,61.9,adult,male,2012
Artibeus planirostris,52,62,adult,female,2013
Artibeus planirostris,48,63,adult,female,2013
Artibeus planirostris,52,68.94,juvenile,male,2013
Artibeus planirostris,45,63.1,adult,male,2013
Artibeus planirostris,48,73.3,adult,female,2012
Artibeus planirostris,54,62.1,adult,female,2013
Artibeus planirostris,43,63.6,juvenile,male,2012
Artibeus planirostris,54,64.6,adult,male,2013
Artibeus planirostris,52,63.59,adult,female,2013
Artibeus planirostris,53,68.3,adult,male,2012
Artibeus planirostris,57,66.5,adult,male,2012
Artibeus planirostris,49,61.82,adult,male,2013
Artibeus planirostris,50,62.3,adult,male,2013
Artibeus planirostris,47,63.6,juvenile,male,2013
Artibeus planirostris,59,64.8,adult,male,2013
Artibeus planirostris,45,65.1,adult,male,2013
Artibeus planirostris,60,63.15,adult,female,2013
Artibeus planirostris,45,63.3,adult,male,2013
Artibeus planirostris,57,64.3,juvenile,male,2012
Artibeus planirostris,50,67.7,adult,male,2013
Artibeus planirostris,49,63.9,juvenile,male,2013
Artibeus planirostris,50,64.1,adult,female,2013
Artibeus planirostris,48,61.7,adult,male,2013
Artibeus planirostris,23,49.8,adult,female,2013
Artibeus planirostris,48,65,juvenile,female,2013
Artibeus planirostris,60,64.4,adult,female,2012
Artibeus planirostris,54,65.3,adult,female,2013
Artibeus planirostris,62,67.4,adult,female,2013
Artibeus planirostris,53,64.4,adult,female,2013
Artibeus planirostris,72,69,adult,male,2013
Artibeus planirostris,46,65,adult,female,2013
Artibeus planirostris,55,65,adult,female,2013
Artibeus planirostris,55,63.4,adult,female,2013
Artibeus planirostris,49,67.6,adult,female,2013
Artibeus planirostris,42,64.1,juvenile,female,2013
Artibeus planirostris,52,67.7,adult,female,2013
Artibeus planirostris,55,65.4,adult,male,2013
Artibeus planirostris,51,65.75,adult,male,2013
Artibeus planirostris,49,65.2,juvenile,male,2012
Artibeus planirostris,52,64.2,adult,male,2012
Artibeus planirostris,42,66.7,adult,male,2012
Artibeus planirostris,62,70.4,adult,male,2012
Artibeus planirostris,63,66.59,adult,male,2012
Artibeus planirostris,32,64.4,adult,male,2013
Artibeus planirostris,72,74.3,adult,male,2012
Artibeus planirostris,43,63,juvenile,female,2013
Artibeus planirostris,53,62.85,adult,male,2012
Artibeus planirostris,48,62.9,adult,male,2013
Artibeus planirostris,66,66,adult,female,2012
Artibeus planirostris,55,64.4,adult,male,2012
Artibeus planirostris,48,62.65,adult,male,2012
Artibeus planirostris,52,64.4,adult,female,2013
Artibeus planirostris,42,58.9,adult,male,2013
Artibeus planirostris,53,61,adult,male,2013
Artibeus planirostris,46,64.5,juvenile,male,2013
Artibeus planirostris,52,64.1,adult,female,2013
Artibeus planirostris,49,64.9,adult,female,2013
Artibeus planirostris,52,62.75,adult,female,2013
Artibeus planirostris,50,62.3,adult,female,2013
Artibeus planirostris,45,63.6,adult,male,2013
Artibeus planirostris,52,62.9,adult,female,2013
Artibeus planirostris,55,66.7,adult,female,2013
Artibeus planirostris,60,66,adult,female,2013
Artibeus planirostris,45,62.2,adult,male,2013
Artibeus planirostris,52,61.35,adult,male,2013
Artibeus planirostris,54,67.6,adult,female,2013
Artibeus planirostris,44,63,adult,male,2013
Artibeus planirostris,54,63.2,adult,female,2013
Artibeus planirostris,48,65.9,adult,male,2013
Artibeus planirostris,44,58.9,adult,female,2013
Artibeus planirostris,53,63.2,adult,female,2013
Artibeus planirostris,45,61.7,adult,male,2013
Artibeus planirostris,75,63,adult,male,2013
Artibeus planirostris,59,64.7,adult,female,2013
Artibeus planirostris,46,63.4,adult,male,2013
Artibeus planirostris,53,64.4,adult,female,2013
Artibeus planirostris,53,65,adult,female,2013
Artibeus planirostris,50.5,59.7,adult,female,2013
Artibeus planirostris,43,61.6,adult,male,2013
Artibeus planirostris,40,59.3,adult,male,2013
Artibeus planirostris,45,58.9,adult,female,2013
Artibeus planirostris,43,61.6,adult,female,2013
Artibeus planirostris,46,57.1,adult,female,2013
Artibeus planirostris,43,59.9,adult,female,2013
Artibeus planirostris,47,59.5,adult,female,2013
Artibeus planirostris,41,61.1,adult,male,2013
Artibeus planirostris,46,57.8,adult,female,2013
Artibeus planirostris,44,62.5,adult,male,2013
Artibeus planirostris,46,60.5,adult,female,2013
Artibeus planirostris,58,59.6,adult,female,2013
Artibeus planirostris,42,62.5,adult,female,2013
Artibeus planirostris,46,61.8,adult,female,2013
Artibeus planirostris,46,60.3,adult,female,2013
Artibeus planirostris,40,60.6,adult,male,2013
Artibeus planirostris,48,61.9,adult,male,2013
Artibeus planirostris,49,60,adult,male,2013
Artibeus planirostris,71,58.6,adult,male,2013
Artibeus planirostris,40,58.4,adult,female,2013
Artibeus planirostris,44,57,adult,male,2013
Artibeus planirostris,44,58.8,adult,male,2013
Artibeus planirostris,42,61.2,adult,male,2013
Artibeus planirostris,47,59.4,adult,female,2013
Artibeus planirostris,42,60.9,adult,male,2013
Artibeus planirostris,46,60.5,adult,male,2013
Artibeus planirostris,56,52.6,adult,female,2013
Artibeus planirostris,43,59.3,adult,male,2013
Artibeus planirostris,38,58.4,adult,male,2013
Artibeus planirostris,50,59.6,adult,female,2013
Artibeus planirostris,38,59,adult,male,2013
Artibeus planirostris,44,63.4,adult,female,2013
Artibeus planirostris,42,61.4,adult,male,2013
Artibeus planirostris,39,61.9,adult,female,2013
Artibeus planirostris,46,57.3,adult,male,2013
Artibeus planirostris,44,62.1,adult,male,2013
Artibeus planirostris,46,61,adult,female,2013
Artibeus planirostris,62,60,adult,female,2013
Artibeus planirostris,39,54.8,adult,male,2013
Artibeus planirostris,20,44.7,adult,female,2013
Artibeus planirostris,45,62.2,adult,male,2013
Artibeus planirostris,66,62.7,adult,male,2013
Artibeus planirostris,39,59.8,adult,male,2013
Artibeus planirostris,39,59,adult,male,2013
Artibeus planirostris,41,60.2,adult,female,2013
Artibeus planirostris,44,59.9,adult,female,2013
Artibeus planirostris,52,58.9,adult,female,2013
Artibeus planirostris,45,61.5,adult,male,2015
Artibeus planirostris,47,62.9,adult,male,2015
Artibeus planirostris,59,62.7,adult,female,2015
Artibeus planirostris,35,60,adult,female,2015
Artibeus planirostris,53,63.4,adult,male,2015
Artibeus planirostris,56,62,adult,female,2015
Artibeus planirostris,51,62.6,adult,female,2015
Artibeus planirostris,49,63.1,juvenile,male,2015
Artibeus planirostris,52,63.3,juvenile,male,2015
Artibeus planirostris,46,63.3,adult,female,2015
Artibeus planirostris,53,62.8,adult,female,2015
Artibeus planirostris,51,60,adult,female,2015
Artibeus planirostris,50,63.9,adult,female,2015
Artibeus planirostris,57,66.2,adult,female,2015
Artibeus planirostris,42,62.2,adult,male,2015
Artibeus planirostris,58,64.7,adult,male,2015
Artibeus planirostris,51,61.5,adult,female,2015
Artibeus planirostris,46,63.2,adult,female,2015
Artibeus planirostris,54,62.1,adult,female,2015
Artibeus planirostris,54,62.4,adult,male,2015
Artibeus planirostris,50,64.3,adult,female,2015
Artibeus planirostris,50,65.2,adult,female,2015
Artibeus planirostris,43,61.3,adult,female,2015
Artibeus planirostris,55,65.6,adult,male,2015
Artibeus planirostris,62,66.9,juvenile,female,2015
Artibeus planirostris,49,62,adult,female,2015
Artibeus planirostris,50,62.5,adult,female,2015
Artibeus planirostris,57,62.9,adult,female,2015
Artibeus planirostris,56,62.9,adult,female,2015
Artibeus planirostris,48,66.4,adult,male,2015
Artibeus planirostris,54,62.6,adult,female,2015
Artibeus planirostris,34,63.2,adult,male,2015
Artibeus planirostris,46,61.5,adult,male,2015
Artibeus planirostris,60,65,adult,female,2015
Artibeus planirostris,57,62,adult,male,2015
Artibeus planirostris,52,60,adult,male,2015
Artibeus planirostris,56,64.5,adult,female,2015
Artibeus planirostris,50,62.6,adult,female,2015
Artibeus planirostris,61,64.4,adult,female,2015
Artibeus planirostris,53,64.2,adult,female,2015
Artibeus planirostris,46,63.8,adult,male,2015
Artibeus planirostris,52,62.6,adult,female,2015
Artibeus planirostris,54,61.7,adult,female,2015
Artibeus planirostris,55,64.8,adult,female,2015
Artibeus planirostris,58,65,adult,female,2015
Artibeus planirostris,56,63.1,adult,female,2015
Artibeus planirostris,48,61,adult,female,2015
Artibeus planirostris,55,63.5,adult,female,2015
Artibeus planirostris,49,62.3,adult,male,2015
Artibeus planirostris,40,60.2,juvenile,male,2015
Artibeus planirostris,48,63.9,adult,male,2015
Artibeus planirostris,51,62,adult,female,2015
Artibeus planirostris,52,64.2,adult,female,2015
Artibeus planirostris,45,63.9,adult,male,2015
Artibeus planirostris,47,64.4,adult,female,2015
Artibeus planirostris,50,60.2,adult,female,2015
Artibeus planirostris,41,62.4,adult,female,2015
Artibeus planirostris,46,64,adult,female,2015
Artibeus planirostris,55,64.4,adult,female,2015
Artibeus planirostris,50,62.6,adult,female,2015
Artibeus planirostris,46,64.5,adult,female,2015
Artibeus planirostris,60,66.8,adult,female,2015
Artibeus planirostris,45,59.4,adult,female,2015
Artibeus planirostris,47,63,adult,female,2015
Artibeus planirostris,41,63.2,adult,female,2015
Artibeus planirostris,56,61.8,adult,female,2015
Artibeus planirostris,55,62.19,adult,female,2015
Artibeus planirostris,46,61,adult,female,2015
Artibeus planirostris,47,61.7,adult,male,2015
Artibeus planirostris,48,59.4,adult,female,2015
Artibeus planirostris,52,60.4,adult,female,2015
Artibeus planirostris,50,64.3,adult,male,2015
Artibeus planirostris,54,64.4,adult,female,2015
Artibeus planirostris,49,63,adult,female,2015
Artibeus planirostris,43,61.9,adult,female,2015
Artibeus planirostris,54,64.4,adult,male,2015
Artibeus planirostris,44,63.7,adult,female,2015
Artibeus planirostris,57,61.6,adult,female,2015
Artibeus planirostris,60,65.8,adult,female,2015
Artibeus planirostris,55,65.8,adult,female,2015
Artibeus planirostris,51,63,adult,female,2015
Artibeus planirostris,54,62.8,adult,female,2015
Artibeus planirostris,42,62,adult,female,2015
Artibeus planirostris,58,62.9,adult,male,2015
Artibeus planirostris,51,63.8,adult,female,2015
Artibeus planirostris,54,67.9,adult,female,2015
Artibeus planirostris,51,64.7,adult,male,2015
Artibeus planirostris,54,64.9,adult,female,2015
Artibeus planirostris,49,61.4,adult,male,2015
Artibeus planirostris,45,63.6,adult,male,2015
Artibeus planirostris,48,60.7,adult,female,2015
Artibeus planirostris,48,66.8,adult,female,2015
Artibeus planirostris,51,67,adult,female,2015
Artibeus planirostris,50,66.3,adult,female,2015
Artibeus planirostris,49,61.9,adult,female,2015
Artibeus planirostris,52,65,adult,female,2015
Artibeus planirostris,48,62.9,adult,male,2015
Artibeus planirostris,58.5,66,adult,female,2015
Artibeus planirostris,17.5,62.9,adult,female,2015
Artibeus planirostris,17.5,61.7,adult,female,2015
Artibeus planirostris,57,63.9,adult,male,2015
Artibeus planirostris,51,59.8,adult,female,2015
Artibeus planirostris,56,65.1,adult,male,2015
Artibeus planirostris,59,62.6,adult,female,2015
Artibeus planirostris,52,60.5,adult,male,2015
Artibeus planirostris,52,63.2,adult,female,2015
Artibeus planirostris,55,64,adult,female,2015
Artibeus planirostris,45,62.5,adult,female,2015
Artibeus planirostris,54,62.1,adult,female,2015
Artibeus planirostris,62,62.5,adult,female,2015
Artibeus planirostris,52,65,adult,male,2015
Artibeus planirostris,57,64,adult,female,2015
Artibeus planirostris,61,66.7,adult,male,2015
Artibeus planirostris,55,66.6,adult,male,2015
Artibeus planirostris,51,61,adult,female,2015
Artibeus planirostris,50,65.6,adult,male,2015
Artibeus planirostris,45,63.2,adult,male,2015
Artibeus planirostris,55,66.4,adult,male,2015
Artibeus planirostris,48,62.9,adult,male,2015
Artibeus planirostris,48,62.7,adult,male,2015
Artibeus planirostris,46,63,adult,male,2015
Artibeus planirostris,52,63,adult,male,2015
Artibeus planirostris,49,64.2,adult,male,2015
Artibeus planirostris,55,63.3,adult,male,2015
Artibeus planirostris,50,64.45,juvenile,male,2015
Artibeus planirostris,55,63.8,adult,female,2015
Artibeus planirostris,33,63.4,juvenile,male,2015
Artibeus planirostris,52,62.9,adult,female,2015
Artibeus planirostris,51,63.4,adult,female,2015
Artibeus planirostris,52,64,adult,male,2015
Artibeus planirostris,39,57.6,adult,male,2016
Artibeus planirostris,49.5,63.4,adult,female,2016
Artibeus planirostris,47.5,66.7,adult,female,2016
Artibeus planirostris,48.5,64,adult,female,2016
Artibeus planirostris,45.5,61.2,adult,female,2016
Artibeus planirostris,36.5,59.6,juvenile,male,2016
Artibeus planirostris,47,62.5,juvenile,male,2016
Artibeus planirostris,40,63.3,adult,male,2016
